indicator,fr,es
"Chaînes d'info en continue, LCI, part de femmes","Chaînes d'info en continue, LCI, part de femmes",
"Réseau radio France Bleu, Rédacteur·rice en chef, part de femmes","Réseau radio France Bleu, Rédacteur·rice en chef, part de femmes",
"Journalisme, rédaction en chef, part de femmes","Journalisme, rédaction en chef, part de femmes",
"Journalistes, France Musique, part de femmes","Journalistes, France Musique, part de femmes",
"Temps de parole, radio et télé, France Culture, part de femmes","Temps de parole, radio et télé, France Culture, part de femmes",
"Présentateur·rices à Europe 1, part de femmes","Présentateur·rices à Europe 1, part de femmes",
"Expert·es, Europe 1, part de femmes","Expert·es, Europe 1, part de femmes",
"Expert·es, RFI, part de femmes","Expert·es, RFI, part de femmes",
"Audiovisuel, technicien·nes, part de femmes","Audiovisuel, technicien·nes, part de femmes",
"France Info, Invité·es politiques, part de femmes","France Info, Invité·es politiques, part de femmes",
"Expert·es, France 3, part de femmes","Expert·es, France 3, part de femmes",
"Production films animations, salarié·es permanent·es, masse salariale, part de femmes","Production films animations, salarié·es permanent·es, masse salariale, part de femmes",
"France24, Invité·es politiques, part de femmes","France24, Invité·es politiques, part de femmes",
"Temps de parole, radio et télé, L'Equipe, part de femmes","Temps de parole, radio et télé, L'Equipe, part de femmes",
"Sollcité·es par les médias, politique, part de femmes","Sollcité·es par les médias, politique, part de femmes",
"Temps de parole, radio et télé, programme Musique, part de femmes","Temps de parole, radio et télé, programme Musique, part de femmes",
"Expert·es, Canal+, part de femmes","Expert·es, Canal+, part de femmes",
"Audiovisuel, emploi intermittent, part de femmes","Audiovisuel, emploi intermittent, part de femmes",
"Présentateur·rices à RTL, part de femmes","Présentateur·rices à RTL, part de femmes",
"Europe 1, Invité·es politiques, part de femmes","Europe 1, Invité·es politiques, part de femmes",
"Présentateurs à RFI, part de femmes","Présentateurs à RFI, part de femmes",
"RTL, Invité·es politiques, part de femmes","RTL, Invité·es politiques, part de femmes",
"Expert·es, RMC, part de femmes","Expert·es, RMC, part de femmes",
"Temps de parole, radio et télé, France Musique, part de femmes","Temps de parole, radio et télé, France Musique, part de femmes",
"Présentateurs à France inter, part de femmes","Présentateurs à France inter, part de femmes",
"Personnalités médiatiques dans la presse, part de femmes","Personnalités médiatiques dans la presse, part de femmes",
"Journalistes, France inter, part de femmes","Journalistes, France inter, part de femmes",
"A l'antenne, programmes information, part de femmes","A l'antenne, programmes information, part de femmes",
"Temps de parole, radio et télé, RMC, part de femmes","Temps de parole, radio et télé, RMC, part de femmes",
"Direction des antennes, Radio France, part de femmes","Direction des antennes, Radio France, part de femmes",
"Journalistes, part de femmes","Journalistes, part de femmes",
"Journaliste, part de femmes","Journaliste, part de femmes",
"Temps de parole, radio et télé, part de femmes","Temps de parole, radio et télé, part de femmes",
"Expert·es, M6 part de femmes","Expert·es, M6 part de femmes",
"Temps de parole des invité-es des matinales radios, part de femmes","Temps de parole des invité-es des matinales radios, part de femmes",
"Temps de parole, radio et télé, programme Diverstissement, part de femmes","Temps de parole, radio et télé, programme Diverstissement, part de femmes",
"Présentateurs à RTL, part de femmes","Présentateurs à RTL, part de femmes",
"Expert·es, France Info, part de femmes","Expert·es, France Info, part de femmes",
"BFM TV, Invité·es politiques, part de femmes","BFM TV, Invité·es politiques, part de femmes",
"Direction des antennes, France Télévisions, part de femmes","Direction des antennes, France Télévisions, part de femmes",
"Radio, part de femmes","Radio, part de femmes",
"Sollcité·es par les médias, chef·fes d'entreprise, part de femmes","Sollcité·es par les médias, chef·fes d'entreprise, part de femmes",
"Audiovisuel, Masse salariale, part de femmes","Audiovisuel, Masse salariale, part de femmes",
"Présentateurs à RMC, part de femmes","Présentateurs à RMC, part de femmes",
"Sollcité·es par les médias, expert·es et enseignant·es, part de femmes","Sollcité·es par les médias, expert·es et enseignant·es, part de femmes",
"Sollcité·es par les médias, journalistes, part de femmes","Sollcité·es par les médias, journalistes, part de femmes",
"Présentateur·rices à France Musique, part de femmes","Présentateur·rices à France Musique, part de femmes",
"Médias, source d'informations politiques, part de femmes","Médias, source d'informations politiques, part de femmes",
"Invité·es politiques, part de femmes","Invité·es politiques, part de femmes",
"Audiovisuel, emploi intermittent, masse salariale, part de femmes","Audiovisuel, emploi intermittent, masse salariale, part de femmes",
"Sport, couverture médiatique, part de femmes","Sport, couverture médiatique, part de femmes",
"Radio, programmes diffusés aux heures de forte audience 6h-8h, part de femmes","Radio, programmes diffusés aux heures de forte audience 6h-8h, part de femmes",
"Radiodiffusion, salarié·es permanent·es, masse salariale, part de femmes","Radiodiffusion, salarié·es permanent·es, masse salariale, part de femmes",
"Médias, source d'informations, violences, part de femmes","Médias, source d'informations, violences, part de femmes",
"Temps de parole, radio et télé, programme documentaire, part de femmes","Temps de parole, radio et télé, programme documentaire, part de femmes",
"Réseau radio France Bleu, responsable des programmes, part de femmes","Réseau radio France Bleu, responsable des programmes, part de femmes",
"Réseau radio France Bleu, responsable technique, part de femmes","Réseau radio France Bleu, responsable technique, part de femmes",
"Journalistes, RTL, part de femmes","Journalistes, RTL, part de femmes",
"Expert·es, Paris Première, part de femmes","Expert·es, Paris Première, part de femmes",
"Expert·es, France inter, part de femmes","Expert·es, France inter, part de femmes",
"LCI, Invité·es politiques, part de femmes","LCI, Invité·es politiques, part de femmes",
"Présence dans les médias traditionnels, part de femmes","Présence dans les médias traditionnels, part de femmes",
"Sollcité·es par les médias, retraité·es, part de femmes","Sollcité·es par les médias, retraité·es, part de femmes",
"Expert·es, TF1, part de femmes","Expert·es, TF1, part de femmes",
"RMC, Invité·es politiques, part de femmes","RMC, Invité·es politiques, part de femmes",
"Présentateur·rices à RFI, part de femmes","Présentateur·rices à RFI, part de femmes",
"Présentateur·rices à France Info, part de femmes","Présentateur·rices à France Info, part de femmes",
"Cnews, Invité·es politiques, part de femmes","Cnews, Invité·es politiques, part de femmes",
"Temps de parole, radio et télé, RFI, part de femmes","Temps de parole, radio et télé, RFI, part de femmes",
"Réseau radio France Bleu, Direction de station, part de femmes","Réseau radio France Bleu, Direction de station, part de femmes",
"Journaliste, Iconographe, part de femmes","Journaliste, Iconographe, part de femmes",
"Audiovisuel, part de femmes","Audiovisuel, part de femmes",
"Sollcité·es par les médias, fonctionnaires, part de femmes","Sollcité·es par les médias, fonctionnaires, part de femmes",
"Journalistes, France Info, part de femmes","Journalistes, France Info, part de femmes",
"Sollcité·es par les médias, sportif·ves, part de femmes","Sollcité·es par les médias, sportif·ves, part de femmes",
"Production audiovisuelle, salarié·es permanent·es, masse salariale, part de femmes","Production audiovisuelle, salarié·es permanent·es, masse salariale, part de femmes",
"Invités politiques (télévision et radio), part de femmes","Invités politiques (télévision et radio), part de femmes",
"Signature de tribunes dans les journaux, part de femmes","Signature de tribunes dans les journaux, part de femmes",
"Expert·es, France 2, part de femmes","Expert·es, France 2, part de femmes",
"A l'antenne, programmes fiction, part de femmes","A l'antenne, programmes fiction, part de femmes",
"Chef·fe d'entreprise audiovisuelle, part de femmes","Chef·fe d'entreprise audiovisuelle, part de femmes",
"A la une des journaux pendant le premier confinement, part de femmes","A la une des journaux pendant le premier confinement, part de femmes",
"Temps de parole, radio et télé, Cnews, part de femmes","Temps de parole, radio et télé, Cnews, part de femmes",
"Présentateurs à France Musique, part de femmes","Présentateurs à France Musique, part de femmes",
"Artistes de la musique et du chant, intermittent·e, part de femmes","Artistes de la musique et du chant, intermittent·e, part de femmes",
"Temps de parole, radio et télé, Canal+, part de femmes","Temps de parole, radio et télé, Canal+, part de femmes",
"Temps de parole, radio et télé, programme Information, journal, part de femmes","Temps de parole, radio et télé, programme Information, journal, part de femmes",
"Journalistes, RMC, part de femmes","Journalistes, RMC, part de femmes",
"Temps de parole, radio et télé, programme Information, magazine, part de femmes","Temps de parole, radio et télé, programme Information, magazine, part de femmes",
"Temps de parole, radio et télé, RMC Story, part de femmes","Temps de parole, radio et télé, RMC Story, part de femmes",
"Spectacle vivant, Emplois du costume, Linger - Raccomodeur, part de femmes","Spectacle vivant, Emplois du costume, Linger - Raccomodeur, part de femmes",
"Spectacle vivant, Emplois de la coiffure, du maquillage et des masques, part de femmes","Spectacle vivant, Emplois de la coiffure, du maquillage et des masques, part de femmes",
"Pôles nationaux des arts du cirque, mise en scène de spectacles jeune public, part de femmes ","Pôles nationaux des arts du cirque, mise en scène de spectacles jeune public, part de femmes",
"Tous lieux confondus, adaptation de spectacles, part de femmes","Tous lieux confondus, adaptation de spectacles, part de femmes",
"Scènes nationales, part de femmes, scénographie, part de femmes","Scènes nationales, part de femmes, scénographie, part de femmes",
"Scènes nationales, part de femmes, traduction de spectacles, part de femmes","Scènes nationales, part de femmes, traduction de spectacles, part de femmes",
"Spectacle vivant, Emplois des accessoires et des effets spéciaux, part de femmes","Spectacle vivant, Emplois des accessoires et des effets spéciaux, part de femmes",
"Photographes représenté·es dans les collections du cnap, part de femmes","Photographes représenté·es dans les collections du cnap, part de femmes",
"Spectacle vivant, Emplois du costume, Laveur - Repasseur, part de femmes","Spectacle vivant, Emplois du costume, Laveur - Repasseur, part de femmes",
"Pôles nationaux des arts du cirque, mise en scène de spectacle, part de femmes ","Pôles nationaux des arts du cirque, mise en scène de spectacle, part de femmes",
"Tous lieux confondus, écriture de spectacles, part de femmes","Tous lieux confondus, écriture de spectacles, part de femmes",
"Audiovisuel, Écriture et conception de projets, part de femmes","Audiovisuel, Écriture et conception de projets, part de femmes",
"Pôles nationaux des arts du cirque, adaptation de spectacles, part de femmes","Pôles nationaux des arts du cirque, adaptation de spectacles, part de femmes",
"Spectacle vivant, Emplois du plateau, de la scène et de la machinerie, part de femmes","Spectacle vivant, Emplois du plateau, de la scène et de la machinerie, part de femmes",
"Spectacle vivant, Décor, Chef tapissier, part de femmes","Spectacle vivant, Décor, Chef tapissier, part de femmes",
"Spectacle vivant, Emplois du costume, Teinturier-patineur, part de femmes","Spectacle vivant, Emplois du costume, Teinturier-patineur, part de femmes",
"Centres dramatiques nationaux et régionaux, Mise en scène de spectacle, part de femmes ","Centres dramatiques nationaux et régionaux, Mise en scène de spectacle, part de femmes",
"Artistes exposé·e·s dans les fonds régionaux d’art contemporain, part de femmes","Artistes exposé·e·s dans les fonds régionaux d’art contemporain, part de femmes",
"Tous lieux confondus, traduction de spectacles, part de femmes","Tous lieux confondus, traduction de spectacles, part de femmes",
"Spectacle vivant, Autres emplois du son, part de femmes, part de femmes","Spectacle vivant, Autres emplois du son, part de femmes, part de femmes",
"Théâtres nationaux, adaptation de spectacles, part de femmes","Théâtres nationaux, adaptation de spectacles, part de femmes",
"Spectacle vivant, Emplois de la lumière et de l'électricité, part de femmes","Spectacle vivant, Emplois de la lumière et de l'électricité, part de femmes",
"Spectacle vivant, Décor, Chef constructeur, part de femmes","Spectacle vivant, Décor, Chef constructeur, part de femmes",
"Audiovisuel, Décor, construction, plateau, part de femmes","Audiovisuel, Décor, construction, plateau, part de femmes",
"Scènes nationales, écriture de spectacles, part de femmes","Scènes nationales, écriture de spectacles, part de femmes",
"Spectacle vivant, Décor, Technicien du bureau d'étude, part de femmes","Spectacle vivant, Décor, Technicien du bureau d'étude, part de femmes",
"Spectacle vivant, Direction technique et régie générale, part de femmes","Spectacle vivant, Direction technique et régie générale, part de femmes",
"Scènes conventionnées, part des représentations de spectacles mis en scène par des femmes ","Scènes conventionnées, part des représentations de spectacles mis en scène par des femmes",
"Spectacle vivant, Emplois de l'accroche et de la structure, part de femmes","Spectacle vivant, Emplois de l'accroche et de la structure, part de femmes",
"Théâtres nationaux, chorégraphie, part de femmes","Théâtres nationaux, chorégraphie, part de femmes",
"Centres dramatiques nationaux et régionaux, scénographie, part de femmes","Centres dramatiques nationaux et régionaux, scénographie, part de femmes",
"Tous lieux confondus, mise en scène de spectacles jeune public, part de femmes ","Tous lieux confondus, mise en scène de spectacles jeune public, part de femmes",
"Pôles nationaux des arts du cirque, écriture de spectacles, part de femmes","Pôles nationaux des arts du cirque, écriture de spectacles, part de femmes",
"Scènes nationales, part de représentation de spectacles mis en scène par des femmes ","Scènes nationales, part de représentation de spectacles mis en scène par des femmes",
"Audiovisuel, Costume, maquillage, coiffure, part de femmes","Audiovisuel, Costume, maquillage, coiffure, part de femmes",
"Direction de structures culturelles soutenues par le ministère de la Culture","Direction de structures culturelles soutenues par le ministère de la Culture",
"Pôles nationaux des arts du cirque, scénographie, part de femmes","Pôles nationaux des arts du cirque, scénographie, part de femmes",
"Spectacle vivant, Emplois du décor, part de femmes","Spectacle vivant, Emplois du décor, part de femmes",
"Direction de Centres chorégraphiques nationaux, part de femmes","Direction de Centres chorégraphiques nationaux, part de femmes",
"Direction de Centres choré graphiques nationaux, part de femmes","Direction de Centres choré graphiques nationaux, part de femmes",
"Scènes conventionnées, mise en scène, part de femmes","Scènes conventionnées, mise en scène, part de femmes",
"Spectacle vivant, Technicien·ne instruments - Backliner, part de femmes","Spectacle vivant, Technicien·ne instruments - Backliner, part de femmes",
"Scènes nationales, part de femmes, chorégraphie, part de femmes","Scènes nationales, part de femmes, chorégraphie, part de femmes",
"Théâtres nationaux, scénographie, part de femmes","Théâtres nationaux, scénographie, part de femmes",
"Spectacle vivant, autres emplois dans direction technique et régie générale, part de femmes","Spectacle vivant, autres emplois dans direction technique et régie générale, part de femmes",
"Acquisitions Fonds national d’art contemporain (fnac), part des œuvres de femmes","Acquisitions Fonds national d’art contemporain (fnac), part des œuvres de femmes",
"Spectacle vivant, Décor, Tapissier, part de femmes","Spectacle vivant, Décor, Tapissier, part de femmes",
"Scènes nationales, mise en scène de spectacles jeune public, part de femmes ","Scènes nationales, mise en scène de spectacles jeune public, part de femmes"
"Théâtres nationaux, mise en scène de spectacle, part de femmes ","Théâtres nationaux, mise en scène de spectacle, part de femmes",
"Centres dramatiques nationaux et régionaux, mise en scène de spectacles jeune public, part de femmes ","Centres dramatiques nationaux et régionaux, mise en scène de spectacles jeune public, part de femmes",
"Théâtre, part des spectacles programmés mis en scène par des femmes","Théâtre, part des spectacles programmés mis en scène par des femmes",
"Acquisitions fonds régionaux d’art contemporain (frac), part des œuvres de femmes","Acquisitions fonds régionaux d’art contemporain (frac), part des œuvres de femmes",
"Audiovisuel, Interprétation et gestion de la distribution artistique, part de femmes","Audiovisuel, Interprétation et gestion de la distribution artistique, part de femmes",
"Direction de Centres d'art, part de femmes","Direction de Centres d'art, part de femmes",
"Scènes nationales, mise en scène de spectacle, part de femmes ","Scènes nationales, mise en scène de spectacle, part de femmes",
"Tous lieux confondus, chorégraphe, part de femmes","Tous lieux confondus, chorégraphe, part de femmes",
"Emploi dans les effets visuels et numériques, part de femmes","Emploi dans les effets visuels et numériques, part de femmes",
"Direction de Centres dramatiques nationaux, part de femmes","Direction de Centres dramatiques nationaux, part de femmes",
"Établissements publics culturels, poste de direction, part de femmes","Établissements publics culturels, poste de direction, part de femmes",
"Direction de Centres dramatiques nationaux (cdn) et régionaux (cdr), part de femmes","Direction de Centres dramatiques nationaux (cdn) et régionaux (cdr), part de femmes",
"Centres de développement chorégraphique, mise en scène de spectacle, part de femmes  ","Centres de développement chorégraphique, mise en scène de spectacle, part de femmes",
"Direction de Fonds régionaux d’art contemporain (frac), part de femmes","Direction de Fonds régionaux d’art contemporain (frac), part de femmes",
"Théâtres nationaux, traduction de spectacles, part de femmes","Théâtres nationaux, traduction de spectacles, part de femmes",
"Pôles nationaux des arts du cirque, traduction de spectacles, part de femmes","Pôles nationaux des arts du cirque, traduction de spectacles, part de femmes",
"Pôles nationaux des arts du cirque, part de représentation de spectacles mis en scène par des femmes ","Pôles nationaux des arts du cirque, part de représenta
tion de spectacles mis en scène par des femmes",
"Spectacle vivant, Technicien·ne des effets spéciaux, part de femmes","Spectacle vivant, Technicien·ne des effets spéciaux, part de femmes",
"Scènes conventionnées, mise en scène de spectacles jeune public, part de femmes","Scènes conventionnées, mise en scène de spectacles jeune public, part de femmes ",
"Théâtres nationaux, part de représentation de spectacles mis en scène par des femmes","Théâtres nationaux, part de représentation de spectacles mis en scène par des femmes",
"Auteur·es de doublages et de sous-titrages sociétaires de la Sacem, part de femmes","Auteur·es de doublages et de sous-titrages sociétaires de la Sacem, part de femmes",
"Spectacle vivant, Réalisateur de piéces de costume, part de femmes","Spectacle vivant, Réalisateur de piéces de costume, part de femmes",
"Acquisitions fonds national d’art contemporain (fnac), part des œuvres de femmes","Acquisitions fonds national d’art contemporain (fnac), part des œuvres de femmes",
"Scènes conventionnées, chorégraphie, part de femmes","Scènes conventionnées, chorégraphie, part de femmes",
"Tous lieux confondus, scénographe, part de femmes","Tous lieux confondus, scénographe, part de femmes",
"Direction régionale des affaires culturelles, part de femmes","Direction régionale des affaires culturelles, part de femmes",
"Spectacle vivant, Responsable de sécurité, part de femmes","Spectacle vivant, Responsable de sécurité, part de femmes",
"Photographes représenté·es dans les acquisitions des frac, part de femmes","Photographes représenté·es dans les acquisitions des frac, part de femmes",
"Artistes exposé·e·s dans les centres d’art contemporain, part de femmes","Artistes exposé·e·s dans les centres d’art contemporain, part de femmes",
"Scènes conventionnées, traduction de spectacles, part de femmes","Scènes conventionnées, traduction de spectacles, part de femmes",
"Centres dramatiques nationaux et régionaux, traduction de spectacles, part de femmes","Centres dramatiques nationaux et régionaux, traduction de spectacles, part de femmes",
"Spectacle vivant, Décor, Menuisier constructeur, part de femmes","Spectacle vivant, Décor, Menuisier constructeur, part de femmes",
"Ministère de la Culture, poste de direction, part de femmes","Ministère de la Culture, poste de direction, part de femmes",
"Audiovisuel, métier du son, part de femmes","Audiovisuel, métier du son, part de femmes",
"Scènes conventionnées, adaptation de spectacles, part de femmes","Scènes conventionnées, adaptation de spectacles, part de femmes",
"Scènes conventionnées, scénographie, part de femmes","Scènes conventionnées, scénographie, part de femmes",
"Centres dramatiques nationaux et régionaux, écriture de spectacles, part de femmes","Centres dramatiques nationaux et régionaux, écriture de spectacles, part de femmes",
"Théâtres nationaux, mise en scène de spectacles jeune public, part de femmes ","Théâtres nationaux, mise en scène de spectacles jeune public, part de femmes",
"Direction de pôles nationaux des arts du cirque (pnac), part de femmes","Direction de pôles nationaux des arts du cirque (pnac), part de femmes",
"Commissaires d’expositions de quelques grandes expositions, part de femmes","Commissaires d’expositions de quelques grandes expositions, part de femmes",
"Spectacle vivant, Emplois de la vidéo et de l'image, part de femmes","Spectacle vivant, Emplois de la vidéo et de l'image, part de femmes",
"Scènes conventionnées, écriture de spectacles, part de femmes","Scènes conventionnées, écriture de spectacles, part de femmes",
"Scènes nationales, part de femmes, adaptation de spectacles, part de femmes","Scènes nationales, part de femmes, adaptation de spectacles, part de femmes",
"Théâtre, part des spectacles programmés écrits par des femmes","Théâtre, part des spectacles programmés écrits par des femmes",
"Théâtres nationaux, écriture de spectacles, part de femmes","Théâtres nationaux, écriture de spectacles, part de femmes",
"Spectacle vivant, Emplois du costume, Couturier, part de femmes","Spectacle vivant, Emplois du costume, Couturier, part de femmes",
"Centres dramatiques nationaux et régionaux, chorégraphie, part de femmes","Centres dramatiques nationaux et régionaux, chorégraphie, part de femmes",
"Direction de Centres de développement chorégraphique, part de femmes","Direction de Centres de développement chorégraphique, part de femmes",
"Pôles nationaux des arts du cirque, chorégraphie, part de femmes","Pôles nationaux des arts du cirque, chorégraphie, part de femmes",
"Spectacle vivant, Décor, responsable du bureau d'étude, part de femmes","Spectacle vivant, Décor, responsable du bureau d'étude, part de femmes",
"Audiovisuel, métier de l'image, part de femmes","Audiovisuel, métier de l'image, part de femmes",
"Scènes conventionnées, mise en scène de spectacle, part de femmes ","Scènes conventionnées, mise en scène de spectacle, part de femmes",
"Direction de Centres nationaux des arts de la rue et assimilés (cnarep), part de femmes","Direction de Centres nationaux des arts de la rue et assimilés (cnarep), part de femmes",
"Équipements labellisés de la création artistique, poste de direction, part de femmes","Équipements labellisés de la création artistique, poste de direction, part de femmes",
"Tous lieux confondus, mise en scène, part de femmes","Tous lieux confondus, mise en scène, part de femmes",
"Pôles nationaux des arts du cirque, mise en scène de spectacles, part de femmes",
"Pôles nationaux des arts du cirque, mise en scène de spectacles, part de femmes",
"Emploi dans les effets visuels et numériques, masse salariale, part de femmes","Emploi dans les effets visuels et numériques, masse salariale, part de femmes",
"Centres dramatiques nationaux et régionaux, part des représentations de spectacles mis en scène par des femmes ","Centres dramatiques nationaux et régionaux, part des représentations de spectacles mis en scène par des femmes",
"Centres dramatiques nationaux et régionaux, adaptation de spectacles, part de femmes","Centres dramatiques nationaux et régionaux, adaptation de spectacles, part de femmes",
"Spectacle vivant, Régie scène, plateau, salle, part de femmes","Spectacle vivant, Régie scène, plateau, salle, part de femmes"
"Théâtres nationaux, part de représentation de spectacles mis en scène par des femmes ","Théâtres nationaux, part de représentation de spectacles mis en scène par des femmes ",
"Pôles nationaux des arts du cirque, mise en scène de spectacles, part de femmes ","Pôles nationaux des arts du cirque, mise en scène de spectacles, part de femmes",
"Scènes conventionnées, mise en scène de spectacles jeune public, part de femmes ","Scènes conventionnées, mise en scène de spectacles jeune public, part de femmes",
"Spectacle vivant, Responsable logistique, part de femmes","Spectacle vivant, Responsable logistique, part de femmes",
"Spectacle vivant, part de femmes","Spectacle vivant, part de femmes",
"Direction de Scènes nationales, part de femmes","Direction de Scènes nationales, part de femmes",
"Secteur Musique et chant, Arrangement musical, part de femmes","Secteur Musique et chant, Arrangement musical, part de femmes",
"Secteur Musique et chant, Chanteur-euse, part de femmes","Secteur Musique et chant, Chanteur-euse, part de femmes",
"Spectacle vivant, Coiffeur, part de femmes","Spectacle vivant, Coiffeur, part de femmes",
"Artistes dans les distribution théâtrale, part de femmes","Artistes dans les distribution théâtrale, part de femmes",
"Spectacle vivant, direction technique, part de femmes","Spectacle vivant, direction technique, part de femmes",
"Secteur Films d'animation, non cadre, part de femmes","Secteur Films d'animation, non cadre, part de femmes",
"Spectacle vivant, Régisseur son, part de femmes","Spectacle vivant, Régisseur son, part de femmes",
"Spectacle vivant, Accessoiriste, part de femmes","Spectacle vivant, Accessoiriste, part de femmes",
"Architectes, part de femmes","Architectes, part de femmes",
"Secteur films d 'animation, part de femmes","Secteur films d 'animation, part de femmes",
"Photographes lauréat·es de prix, part de femmes","Photographes lauréat·es de prix, part de femmes",
"Secteur films d'animation, part de femmes","Secteur films d'animation, part de femmes",
"Spectacle vivant, technicien·ne son, part de femmes","Spectacle vivant, technicien·ne son, part de femmes",
"Direction de musées nationaux, part de femmes","Direction de musées nationaux, part de femmes",
"Secteur Musique et chant, Musicien·ne, part de femmes","Secteur Musique et chant, Musicien·ne, part de femmes",
"Spectacle vivant, emplois artistiques, part de femmes","Spectacle vivant, emplois artistiques, part de femmes",
"Spectacle vivant, Technicien lumière, part de femmes","Spectacle vivant, Technicien lumière, part de femmes",
"Festival, part de femmes","Festival, part de femmes",
"Spectacle vivant, Technique de la logistique, part de femmes","Spectacle vivant, Technique de la logistique, part de femmes",
"Spectacle vivant, Concepteur vidéo-image, part de femmes","Spectacle vivant, Concepteur vidéo-image, part de femmes",
"Spectacle vivant, Conception costume, part de femmes","Spectacle vivant, Conception costume, part de femmes",
"Jeu vidéo, pôle création, part de femmes","Jeu vidéo, pôle création, part de femmes",
"Secteur Films d'animation, Rendu et éclairage, part de femmes","Secteur Films d'animation, Rendu et éclairage, part de femmes",
"Spectacle vivant, Direction technique, part de femmes","Spectacle vivant, Direction technique, part de femmes",
"Spectacle vivant, technicien·ne lumière, part de femmes","Spectacle vivant, technicien·ne lumière, part de femmes",
"Spectacle vivant, emplois du son, part de femmes","Spectacle vivant, emplois du son, part de femmes",
"Spectacle vivant, régie plateau, part de femmes","Spectacle vivant, régie plateau, part de femmes",
"Spectacle vivant, Régisseur de structure, part de femmes","Spectacle vivant, Régisseur de structure, part de femmes",
"Réalisation de films longs métrages, part de femmes","Réalisation de films longs métrages, part de femmes",
"Secteur Films d'animation, Montage image-son, part de femmes","Secteur Films d'animation, Montage image-son, part de femmes",
"Prix littéraires, part de femmes","Prix littéraires, part de femmes",
